record_id,dataset_name,dataset_family,fold_id,split,context,perturbation,predictor_name,true_error_rmse,score_name,score_type,score_value,deployable,description
GEARS::adamson::seed2::single::YIPF5+ctrl,adamson,gears_crispr_group,2,test,GEARS_single_heldout,YIPF5+ctrl,GEARS,0.0337443575263023,true_effect_abs_mean_diagnostic,risk,0.013596252538263798,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed3::single::AMIGO3+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,AMIGO3+ctrl,GEARS,0.0250233840197324,gears_predicted_effect_l2_risk,risk,1.981245517730713,True,GEARS predicted effect L2 norm
GEARS::adamson::seed3::single::AMIGO3+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,AMIGO3+ctrl,GEARS,0.0250233840197324,gears_predicted_effect_abs_mean_risk,risk,0.014854269102215767,True,Mean absolute predicted effect
GEARS::adamson::seed3::single::AMIGO3+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,AMIGO3+ctrl,GEARS,0.0250233840197324,gears_low_support_risk,risk,-6.621405651764134,True,-log1p(n_cells)
GEARS::adamson::seed3::single::AMIGO3+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,AMIGO3+ctrl,GEARS,0.0250233840197324,gears_cell_support_confidence,confidence,6.621405651764134,True,log1p(n_cells)
GEARS::adamson::seed3::single::AMIGO3+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,AMIGO3+ctrl,GEARS,0.0250233840197324,true_effect_l2_diagnostic,risk,1.0504118204116821,False,"True effect L2, diagnostic only"
GEARS::adamson::seed3::single::AMIGO3+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,AMIGO3+ctrl,GEARS,0.0250233840197324,true_effect_abs_mean_diagnostic,risk,0.008132434450089931,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed3::single::ATF4+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,ATF4+ctrl,GEARS,0.0347613915801048,gears_predicted_effect_l2_risk,risk,1.971427083015442,True,GEARS predicted effect L2 norm
GEARS::adamson::seed3::single::ATF4+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,ATF4+ctrl,GEARS,0.0347613915801048,gears_predicted_effect_abs_mean_risk,risk,0.014800680801272392,True,Mean absolute predicted effect
GEARS::adamson::seed3::single::ATF4+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,ATF4+ctrl,GEARS,0.0347613915801048,gears_low_support_risk,risk,-5.948034989180646,True,-log1p(n_cells)
GEARS::adamson::seed3::single::ATF4+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,ATF4+ctrl,GEARS,0.0347613915801048,gears_cell_support_confidence,confidence,5.948034989180646,True,log1p(n_cells)
GEARS::adamson::seed3::single::ATF4+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,ATF4+ctrl,GEARS,0.0347613915801048,true_effect_l2_diagnostic,risk,1.6769189834594727,False,"True effect L2, diagnostic only"
GEARS::adamson::seed3::single::ATF4+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,ATF4+ctrl,GEARS,0.0347613915801048,true_effect_abs_mean_diagnostic,risk,0.01337915938347578,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed3::single::EIF2S1+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,EIF2S1+ctrl,GEARS,0.1124528124928474,gears_predicted_effect_l2_risk,risk,1.9674986600875854,True,GEARS predicted effect L2 norm
GEARS::adamson::seed3::single::EIF2S1+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,EIF2S1+ctrl,GEARS,0.1124528124928474,gears_predicted_effect_abs_mean_risk,risk,0.014879276975989342,True,Mean absolute predicted effect
GEARS::adamson::seed3::single::EIF2S1+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,EIF2S1+ctrl,GEARS,0.1124528124928474,gears_low_support_risk,risk,-6.282266746896006,True,-log1p(n_cells)
GEARS::adamson::seed3::single::EIF2S1+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,EIF2S1+ctrl,GEARS,0.1124528124928474,gears_cell_support_confidence,confidence,6.282266746896006,True,log1p(n_cells)
GEARS::adamson::seed3::single::EIF2S1+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,EIF2S1+ctrl,GEARS,0.1124528124928474,true_effect_l2_diagnostic,risk,8.994333267211914,False,"True effect L2, diagnostic only"
GEARS::adamson::seed3::single::EIF2S1+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,EIF2S1+ctrl,GEARS,0.1124528124928474,true_effect_abs_mean_diagnostic,risk,0.05855756253004074,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed3::single::FARSB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,FARSB+ctrl,GEARS,0.0610308013856411,gears_predicted_effect_l2_risk,risk,1.9552758932113647,True,GEARS predicted effect L2 norm
GEARS::adamson::seed3::single::FARSB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,FARSB+ctrl,GEARS,0.0610308013856411,gears_predicted_effect_abs_mean_risk,risk,0.014292879030108452,True,Mean absolute predicted effect
GEARS::adamson::seed3::single::FARSB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,FARSB+ctrl,GEARS,0.0610308013856411,gears_low_support_risk,risk,-6.486160788944089,True,-log1p(n_cells)
GEARS::adamson::seed3::single::FARSB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,FARSB+ctrl,GEARS,0.0610308013856411,gears_cell_support_confidence,confidence,6.486160788944089,True,log1p(n_cells)
GEARS::adamson::seed3::single::FARSB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,FARSB+ctrl,GEARS,0.0610308013856411,true_effect_l2_diagnostic,risk,5.034585475921631,False,"True effect L2, diagnostic only"
GEARS::adamson::seed3::single::FARSB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,FARSB+ctrl,GEARS,0.0610308013856411,true_effect_abs_mean_diagnostic,risk,0.03267915919423103,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed3::single::GMPPB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,GMPPB+ctrl,GEARS,0.0278720837086439,gears_predicted_effect_l2_risk,risk,1.971477746963501,True,GEARS predicted effect L2 norm
GEARS::adamson::seed3::single::GMPPB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,GMPPB+ctrl,GEARS,0.0278720837086439,gears_predicted_effect_abs_mean_risk,risk,0.014855758287012577,True,Mean absolute predicted effect
GEARS::adamson::seed3::single::GMPPB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,GMPPB+ctrl,GEARS,0.0278720837086439,gears_low_support_risk,risk,-6.453624998892692,True,-log1p(n_cells)
GEARS::adamson::seed3::single::GMPPB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,GMPPB+ctrl,GEARS,0.0278720837086439,gears_cell_support_confidence,confidence,6.453624998892692,True,log1p(n_cells)
GEARS::adamson::seed3::single::GMPPB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,GMPPB+ctrl,GEARS,0.0278720837086439,true_effect_l2_diagnostic,risk,1.210795283317566,False,"True effect L2, diagnostic only"
GEARS::adamson::seed3::single::GMPPB+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,GMPPB+ctrl,GEARS,0.0278720837086439,true_effect_abs_mean_diagnostic,risk,0.009420689195394516,False,"True effect absolute mean, diagnostic only"
GEARS::adamson::seed3::single::SPCS2+ctrl,adamson,gears_crispr_group,3,test,GEARS_single_heldout,SPCS2+ctrl,GEARS,0.0421967320144176,gears_predicted_effect_l2_risk,risk,3.0159828662872314,True,GEARS predicted effect L2 norm
