unit_id,study_id,batch_id,pretruth_evaluation_status,endpoint_truth_nondegenerate,predictor_viability_fraction_vs_simple,postgate_upstream_viability_status,postgate_interpretation_status,association_metric_evaluable,deployment_authorized
E153::Santinha,Santinha,Santinha_context_holdout_1_Interneurons_Sst_Pvalb,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Santinha,Santinha,Santinha_context_holdout_2_Interneurons_Vip_Adarb2,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Santinha,Santinha,Santinha_context_holdout_3_Neurons_L_2_3,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Santinha,Santinha,Santinha_context_holdout_4_Neurons_L_5,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Santinha,Santinha,Santinha_context_holdout_5_Neurons_L_6,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Shifrut,Shifrut,Shifrut_context_holdout_1_D1_nostim,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Shifrut,Shifrut,Shifrut_context_holdout_2_D1_stim,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Shifrut,Shifrut,Shifrut_context_holdout_3_D2_nostim,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Shifrut,Shifrut,Shifrut_context_holdout_4_D2_stim,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Tian_CRISPRi,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_1_B1,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Tian_CRISPRi,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_2_B2,EVALUABLE_ASSOCIATION_TIE_AWARE_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Tian_CRISPRi,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_3_B3,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E153::Tian_CRISPRi,Tian_CRISPRi,Tian_CRISPRi_batch_holdout_4_B4,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,,NOT_EVALUATED,UPSTREAM_VIABILITY_NOT_EVALUATED,True,False
E165::Wessels::PRESCRIBE_seed3407,Wessels,E165::Wessels::PRESCRIBE_seed3407,ABSTAIN_PREDICTOR_COLLAPSE,True,0.60416666666666663,PASS_MAJORITY_TASKS,UPSTREAM_VIABILITY_PASSED,True,False
E165::Wessels::PRESCRIBE_seed3408,Wessels,E165::Wessels::PRESCRIBE_seed3408,ABSTAIN_PREDICTOR_COLLAPSE,True,0.60416666666666663,PASS_MAJORITY_TASKS,UPSTREAM_VIABILITY_PASSED,True,False
E165::Wessels::PRESCRIBE_seed3409,Wessels,E165::Wessels::PRESCRIBE_seed3409,ABSTAIN_PREDICTOR_COLLAPSE,True,0.60416666666666663,PASS_MAJORITY_TASKS,UPSTREAM_VIABILITY_PASSED,True,False
E89::sciPlex3_to_sciPlex4,sciPlex4,E89::sciPlex3_to_sciPlex4,EVALUABLE_SELECTIVE_RANKING_G4_NOT_EVALUATED,True,0.6785714285714286,PASS_MAJORITY_TASKS,UPSTREAM_VIABILITY_PASSED,True,False
